gmm_bic_best_label,S1,S2,S3,S4,S5,Missing_total
0,9.952380952380953,26.3015873015873,4.150793650793651,5.2063492063492065,3.5396825396825395,1.226817042547619
1,8.959349593495935,24.26829268292683,3.5447154471544717,4.59349593495935,3.3008130081300813,4.05263157900813
2,5.680555555555555,13.38888888888889,1.6388888888888888,3.638888888888889,1.6944444444444444,22.940789473958333
3,11.921052631578947,29.92105263157895,4.644736842105263,5.973684210526316,4.480263157894737,0.2628116343486842
4,10.359375,28.203125,4.375,5.109375,3.578125,1.438322368375
