template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
B,narrative_best_label,S1,129.36076150481614,5,531,1.1102230246251565e-16,0.5491609072683835
B,narrative_best_label,S2,270.8802501178926,5,531,1.1102230246251565e-16,0.7183623380784409
B,narrative_best_label,S3,109.8287154521056,5,531,1.1102230246251565e-16,0.5083986877497082
B,narrative_best_label,S4,46.23847108534623,5,531,1.1102230246251565e-16,0.303325471294307
B,narrative_best_label,S5,57.85775154632428,5,531,1.1102230246251565e-16,0.35266697855472706
