K,covariance_type,bic,aic,aicc,silhouette,calinski_harabasz,davies_bouldin
64,diag,-19063.237521982977,-23722.11745071411,inf,0.06060140207409859,21.67569433525907,1.4987115115798266
64,tied,-21138.670203317582,-23757.4150390625,inf,0.09276466071605682,23.94785964529649,1.3661678592064197
64,spherical,-21232.81948704853,-23971.572269439697,inf,0.08537735790014267,24.826736621965512,1.2565539825484642
65,full,-11292.20155929646,-23824.45998764038,inf,0.09746191650629044,23.972534925173676,1.4856411134739815
65,diag,-19088.98471193858,-23820.726608276367,inf,0.03371032327413559,19.036125186955953,1.5714631859800847
65,tied,-21107.245562050255,-23764.564380645752,inf,0.106943279504776,24.483625595093155,1.3511068503183175
65,spherical,-21205.90235430901,-23987.515117645264,inf,0.08842996507883072,24.729277706544536,1.251226991964323
66,full,-10939.449374230571,-23664.577716827393,inf,0.09184183180332184,23.903560070023147,1.4667224602663367
66,diag,-18918.912413368795,-23723.516277313232,inf,0.0618581660091877,21.394537493438534,1.496200935905746
66,tied,-21055.95873816574,-23751.851539611816,inf,0.11106761544942856,24.519298077616828,1.3581550005344134
66,spherical,-21102.93494004483,-23927.407684326172,inf,0.07541608810424805,24.428815182132965,1.2803782985501786
67,full,-10818.107185197401,-23736.10544204712,inf,0.0929904505610466,23.89161466523084,1.4662572339043252
67,diag,-18891.173465934262,-23768.63929748535,inf,0.06416817009449005,21.442004740397888,1.4361877331086303
67,tied,-21022.08409995017,-23756.550884246826,inf,0.10344550758600235,23.888988126807405,1.3257394536803353
67,spherical,-21103.738006890268,-23971.0707321167,inf,0.07647203654050827,24.094973488321664,1.2820970025205212
68,full,-10429.2667089633,-23540.134880065918,inf,0.09591667354106903,23.709686811911,1.4568826859259485
68,diag,-18785.313211126686,-23735.641010284424,inf,0.05624698847532272,20.908305220122838,1.5074936751898362
68,tied,-20972.866253421613,-23745.907020568848,inf,0.10655306279659271,24.309948670194636,1.3139863923776918
68,spherical,-21096.908390935416,-24007.101097106934,inf,0.09541235119104385,24.498918676945244,1.2653396687603582
69,full,-10269.566499147659,-23573.304584503174,inf,0.09177982807159424,23.371070880288407,1.4251712241933971
69,diag,-18730.83734047438,-23754.02710723877,inf,0.057062920182943344,20.03052102578323,1.4360207688090914
69,tied,-20932.700694948475,-23744.31544494629,inf,0.10670264065265656,24.29162004052198,1.3109240821140042
69,spherical,-21086.33208232309,-24039.384769439697,inf,0.06919267028570175,23.490226203030524,1.2676366039355613
70,full,-10187.670080378157,-23684.278079986572,inf,0.09982895106077194,23.59261196567134,1.415251396001448
70,diag,-18636.682171421195,-23732.733905792236,inf,0.05207473039627075,20.53374170963327,1.5062144526576475
70,tied,-20901.435836090815,-23751.62456893921,inf,0.10182901471853256,22.9374646305023,1.3377174314961662
70,spherical,-20993.633760618723,-23989.54642868042,inf,0.09238625317811966,24.462867434095667,1.2540881956092313
71,full,-9954.107378954846,-23643.585292816162,inf,0.09480735659599304,23.015122698490124,1.3894629045397027
71,diag,-18682.945013079683,-23851.858715057373,inf,0.05882030725479126,20.610459691135,1.3770413091194922
71,tied,-20836.76621115039,-23725.528926849365,inf,0.11246109753847122,24.036117702839945,1.2783296215065905
71,spherical,-21007.305456919727,-24046.078105926514,inf,0.07924241572618484,23.140658744755672,1.2253539899017811
72,full,-9949.643974101364,-23831.991802215576,inf,0.10200082510709763,22.981869211795527,1.4417395838713745
72,diag,-18552.95556591981,-23794.73123550415,inf,0.05154136195778847,19.896484361113817,1.4144511149377605
72,tied,-20792.573316556645,-23719.9100151062,inf,0.10903359949588776,23.704527693805346,1.283669436956077
72,spherical,-20982.811690726838,-24064.44432067871,inf,0.08816664665937424,23.718618432239552,1.2353729356987815
73,full,-9572.266861514723,-23647.484603881836,inf,0.10236800462007523,22.80706898019709,1.3966134644598456
73,diag,-18498.020832962815,-23812.65847015381,inf,0.05156344547867775,20.360458560163362,1.4742674453079794
73,tied,-20743.318597164318,-23709.229278564453,inf,0.11144368350505829,23.451878964994,1.2770967282201289
73,spherical,-20955.107936893564,-24079.600547790527,inf,0.09874286502599716,23.32099394888294,1.2239093404206511
74,full,-9482.979482051862,-23751.067138671875,inf,0.09655208885669708,22.7071981845462,1.455008164952617
74,diag,-18435.056009673794,-23822.555614471436,inf,0.06351682543754578,20.340350638818823,1.4063355539388847
74,tied,-20711.402317713397,-23715.88698196411,inf,0.10464351624250412,22.868469228171325,1.2524408607504178
74,spherical,-20955.773754746086,-24123.126346588135,inf,0.07899674028158188,22.886094798459624,1.2266983740874933
75,full,-9345.947889484756,-23806.905460357666,inf,0.0912829041481018,22.345725172785684,1.431397197050307
75,diag,-18262.898345808597,-23723.25991821289,inf,0.06616239249706268,20.309866068615364,1.3990058797827938
75,tied,-20665.91887288772,-23708.977519989014,inf,0.10586566478013992,23.01439423992083,1.2979837236699734
75,spherical,-20779.165086056855,-23989.377658843994,inf,0.1013166755437851,23.81714275350324,1.2415215480263921
76,full,-9256.095126110762,-23909.922611236572,inf,0.10231983661651611,22.969135728390118,1.423633260285316
76,diag,-18231.83469515751,-23765.058235168457,inf,0.06639445573091507,20.377250291598248,1.3616991656957378
76,tied,-20621.67886296805,-23703.311492919922,inf,0.10387243330478668,22.267818944307166,1.2390501822516715
76,spherical,-20843.59227933662,-24096.664833068848,inf,0.08129590004682541,23.61278337122866,1.2176610438933844
77,full,-8755.83714651973,-23602.534545898438,inf,0.0964609757065773,22.323383574397297,1.3900314901431186
77,diag,-18176.504603161215,-23782.59011077881,inf,0.06162329390645027,19.662165296781986,1.360605639502114
77,tied,-20579.610255025917,-23699.81686782837,inf,0.10039406269788742,22.927215608222845,1.2817498722080944
77,spherical,-20791.89658214397,-24087.82911682129,inf,0.06711304932832718,22.069344864480463,1.2469407646314454
78,full,-8660.574314633774,-23700.14162826538,inf,0.09695813059806824,22.388152542135558,1.3620007515640469
78,diag,-18107.427078456174,-23786.37455368042,inf,0.0563044399023056,19.601832173173932,1.389667953327411
78,tied,-20582.120939381144,-23740.90153503418,inf,0.10625427961349487,22.800393901394212,1.2944163033940845
78,spherical,-20775.51689447281,-24114.309410095215,inf,0.06826060265302658,22.33799433219639,1.219076489474986
79,full,-8509.846501668715,-23742.283729553223,inf,0.10134058445692062,22.23448451928054,1.3822779419403863
79,diag,-18035.47551886954,-23787.28496170044,inf,0.07032673805952072,19.822693251548046,1.422340130166837
79,tied,-20565.508946887014,-23762.863525390625,inf,0.11527930200099945,23.125027633594826,1.2796202881522445
79,spherical,-20753.632907637828,-24135.285404205322,inf,0.0801364853978157,21.999420688213405,1.1739062584108657
80,full,-8229.145940900926,-23654.45308303833,inf,0.09839307516813278,21.908207730867435,1.3405967058806278
80,diag,-17973.94873726753,-23798.620147705078,inf,0.05230759084224701,18.931048979092235,1.3440203207357795
80,tied,-20484.8877113814,-23720.816272735596,inf,0.10909257084131241,22.708487050211254,1.2697187629721678
80,spherical,-20750.6831363485,-24175.195613861084,inf,0.07848420739173889,22.493624435999696,1.169256569806908
81,full,-7984.61356250618,-23602.790618896484,inf,0.09597232937812805,21.975604692354484,1.3581383739047874
81,diag,-17890.345352729728,-23787.878730773926,inf,0.06398183852434158,20.201131097300998,1.434130672883143
81,tied,-20469.1647646026,-23743.667308807373,inf,0.11982426047325134,23.267394756720645,1.2517600918868723
81,spherical,-20698.901402473726,-24166.273860931396,inf,0.08406636118888855,22.51916048926524,1.1924349243759143
82,full,-7979.77938052257,-23790.82635116577,inf,0.10235651582479477,22.442840500984836,1.357746215093876
82,diag,-17822.232667959994,-23792.62801361084,inf,0.06744468957185745,19.503994208816493,1.3589373206751196
82,tied,-20407.842376295477,-23720.91890335083,inf,0.1005934402346611,21.611187554460628,1.2765961364822713
82,spherical,-20708.721933003246,-24218.954372406006,inf,0.09485965222120285,22.670918240911927,1.1785558174525046
83,full,-7632.879738333879,-23636.79662322998,inf,0.1013844907283783,22.537187418184075,1.3444772531747473
83,diag,-17741.10181378718,-23784.359127044678,inf,0.07571110129356384,20.36679241549843,1.3883547562313665
83,tied,-20411.51455585945,-23763.16506576538,inf,0.11379843205213547,22.19749025892345,1.2222068270390116
83,spherical,-20555.349313966115,-24108.441734313965,inf,0.09097366780042648,22.44403993826495,1.2089326592948866
84,full,-7468.318455977951,-23665.105255126953,inf,0.1076839491724968,22.01659342082219,1.337290593566674
84,diag,-17681.52929396495,-23797.6485748291,inf,0.05082651600241661,18.45102081322415,1.4774608576796635
84,tied,-20335.361082347248,-23725.58557510376,inf,0.10976684093475342,22.029210211032105,1.2057113633367718
84,spherical,-20592.726164686064,-24188.678565979004,inf,0.09614534676074982,22.21654620159854,1.2036611962121713
85,full,-7264.110651100054,-23653.767364501953,inf,0.10134928673505783,21.58713097472088,1.3429542012412974
85,diag,-17526.050455478173,-23715.031703948975,inf,0.07586098462343216,19.958951946772075,1.3427016121448792
85,tied,-20311.706372873134,-23740.504848480225,inf,0.10274434834718704,21.462738573732018,1.256863702169228
85,spherical,-20547.266078455334,-24186.07846069336,inf,0.088094562292099,21.939816463868006,1.1497791949362302
86,full,-7040.700278167955,-23623.226905822754,inf,0.10059858858585358,21.928056645645118,1.3391125636736805
86,diag,-17485.02498613202,-23746.868202209473,inf,0.07644706964492798,20.33103464286694,1.3323885104276938
86,tied,-20239.690854072847,-23707.063312530518,inf,0.10630775988101959,21.818142441179106,1.229239573168366
86,spherical,-20441.768776038076,-24123.44113922119,inf,0.09096584469079971,22.394049912104983,1.1827723617414088
87,full,-6861.578311607929,-23636.974853515625,inf,0.09662797302007675,21.234733651916052,1.3467028680227704
87,diag,-17393.487790406474,-23728.192974090576,inf,0.06796079874038696,19.256188416014005,1.342418767154453
87,tied,-20194.428646429784,-23700.375087738037,inf,0.1208900436758995,23.05024940950994,1.223126087915055
87,spherical,-20458.11990043967,-24182.65224456787,inf,0.08372010290622711,21.447689103666182,1.222927865651583
88,full,-6687.7004856729,-23655.966941833496,inf,0.10094278305768967,21.079006094863438,1.360359313372132
88,diag,-17381.860235946795,-23789.42738723755,inf,0.08420581370592117,20.265411831841778,1.2570158282044903
88,tied,-20150.569656102398,-23695.09008026123,inf,0.11328048259019852,21.837473377687342,1.2035420211931507
88,spherical,-20462.24767050166,-24229.63999557495,inf,0.1022128239274025,22.216596943403903,1.1722413162799237
89,full,-6544.984326607988,-23706.120697021484,inf,0.10342481732368469,21.374012243100324,1.3268473667700145
89,diag,-17314.60996649078,-23795.039085388184,inf,0.06740015745162964,19.17139413400352,1.3422049899813606
89,tied,-20100.681952548694,-23683.776359558105,inf,0.10797476023435593,21.516599205305052,1.2405415216866271
89,spherical,-20439.026018108816,-24249.278324127197,inf,0.09003756940364838,21.854261908219943,1.1640071361113788
90,full,-6302.146051454212,-23656.152336120605,inf,0.10368160903453827,21.20522482350993,1.3079144896688615
90,diag,-17235.619786909032,-23788.910873413086,inf,0.06134326010942459,18.580016014343993,1.2722911985434013
90,tied,-20112.607508119745,-23734.275897979736,inf,0.11581917107105255,21.679463576506418,1.197254413023374
90,spherical,-20343.949396691314,-24197.061683654785,inf,0.09084251523017883,21.416606092374636,1.190598398247965
91,full,-6011.448847620013,-23558.325046539307,inf,0.09813588112592697,20.84980533444856,1.3337291300053113
91,diag,-17148.241030819714,-23774.39408493042,inf,0.06725089997053146,18.675096548774675,1.307694700920387
91,tied,-20069.719503204957,-23729.961875915527,inf,0.11104011535644531,21.67686424225501,1.2329418170077509
91,spherical,-20360.300521092908,-24256.272789001465,inf,0.09400441497564316,21.649157342447264,1.146332124747963
92,full,-5947.005584368093,-23686.751697540283,inf,0.09980881959199905,20.82899483728532,1.3108026341847432
92,diag,-17119.336491191578,-23818.351512908936,inf,0.06453484296798706,18.875831617227444,1.2816924766640299
92,tied,-19996.95423617469,-23695.77059173584,inf,0.113465815782547,22.073432240618907,1.1577001182099738
92,spherical,-20346.145496202505,-24284.977745056152,inf,0.09133618324995041,21.744116920963837,1.1505350611036596
93,full,-5708.274536539753,-23640.890563964844,inf,0.10666493326425552,21.416426132789198,1.291695564950312
93,diag,-17024.6118412424,-23796.488830566406,inf,0.06401830911636353,18.655537393471327,1.272629092286746
93,tied,-20012.206543454726,-23749.596881866455,inf,0.09532500803470612,20.271393027784782,1.2224787509833994
93,spherical,-20218.295044371185,-24199.987274169922,inf,0.08243715763092041,20.966996666711932,1.1784023727824229
94,full,-5502.647126406726,-23628.133068084717,inf,0.10017289221286774,20.675005473798965,1.3088037509464074
94,diag,-16904.334296700934,-23749.07325363159,inf,0.060926660895347595,18.545909611067593,1.3534638236239438
94,tied,-19933.90010439687,-23709.86442565918,inf,0.11763352900743484,21.77614443501435,1.1772301872569433
94,spherical,-20255.942296092115,-24280.494506835938,inf,0.07527626305818558,20.612626043556872,1.1561626083371548
95,full,-5306.194913875021,-23624.55076980591,inf,0.10990484058856964,21.228561190616627,1.267069119941209
95,diag,-16859.492485954637,-23777.093410491943,inf,0.07814677059650421,18.956671002162004,1.308346676584795
95,tied,-19881.07076571133,-23695.60906982422,inf,0.10217896848917007,20.999870953904097,1.2024275258032013
95,spherical,-20153.827054679496,-24221.23924636841,inf,0.09876954555511475,21.135450076845387,1.1487998986709345
96,full,-5296.503756335987,-23807.729526519775,inf,0.10150334239006042,20.57032825685884,1.3059562729025866
96,diag,-16826.200075537927,-23816.662967681885,inf,0.07287608832120895,18.927725928097427,1.2383797418060205
96,tied,-19834.382807335845,-23687.495094299316,inf,0.10787567496299744,20.976674223918202,1.2033453359710231
96,spherical,-20188.491701419953,-24298.763874053955,inf,0.09475035965442657,21.062915779724317,1.1236935534093326
97,full,-5043.496764751544,-23747.592449188232,inf,0.09482618421316147,20.76068678955659,1.3224459045207013
97,diag,-16765.236629354615,-23828.561489105225,inf,0.0768306702375412,19.29571064871276,1.2631980626132286
97,tied,-19835.94708818766,-23727.63335800171,inf,0.11718839406967163,21.30012258368781,1.1861255455253037
97,spherical,-20166.94571583619,-24320.077869415283,inf,0.10615994036197662,21.580120743824548,1.1469952698522994
98,full,-4668.469272983999,-23565.434871673584,inf,0.10489629209041595,20.509477129601212,1.2661777619414447
98,diag,-16662.283185307533,-23798.470012664795,inf,0.07370693981647491,18.920625045530354,1.2727126797723152
98,tied,-19756.165734579023,-23686.425987243652,inf,0.11620857566595078,21.311853165547298,1.1687418270556738
98,spherical,-20019.95005373876,-24215.94218826294,inf,0.09163848310709,20.900554680542964,1.1447462125203078
99,full,-4465.279568844624,-23555.11508178711,inf,0.10853445529937744,20.76666431448015,1.2544352663726266
99,diag,-16550.24672581856,-23759.29552078247,inf,0.07532385736703873,18.93755709608202,1.25426969528593
99,tied,-19744.83475557366,-23713.668991088867,inf,0.09915095567703247,20.048956381548887,1.1810511731393931
99,spherical,-20064.22008149118,-24303.07219696045,inf,0.09426943957805634,20.672417555412245,1.140860274014762
100,full,-4194.680124257255,-23477.385551452637,inf,0.10123079270124435,20.558802101489903,1.2744185335781788
100,diag,-16558.991428591547,-23840.90219116211,inf,0.07307720184326172,18.878203979112683,1.230277091274417
100,tied,-19700.906116503596,-23708.314334869385,inf,0.1140168234705925,20.905117260322942,1.165310222878935
100,spherical,-20188.004391470167,-24469.71648788452,inf,0.0914108157157898,20.74367593052654,1.0825987682513243
