template_version,cluster_label,outcome,f_statistic,df_between,df_within,p_value,eta_squared
C,narrative_best_label,S1,6.627975443329373,8,528,2.852798142161106e-08,0.09125926205255568
C,narrative_best_label,S2,4.473892718723609,8,528,2.8766376946043337e-05,0.06348297995372375
C,narrative_best_label,S3,3.3482413577676744,8,528,0.00094185112964007,0.04828156117895034
C,narrative_best_label,S4,1.938254853431799,8,528,0.0523518294317461,0.028529653250783948
C,narrative_best_label,S5,2.8026365412437277,8,528,0.004765772873996488,0.040734435221296904
