gmm_bic_best_label,n_items,accuracy,avg_rt,var_rt,rt_cv,longest_correct_streak,longest_incorrect_streak,consecutive_correct_rate
0,,0.15014040401181167,0.42572648926111956,0.13252546701852289,0.18762088779093955,-0.1372987473269602,-0.29100278102673827,0.08050203201143068
1,,-0.23166441013471428,-0.594801556658187,-0.6452071826627228,-0.7503643728564103,-0.26171143910190997,0.08691392131540895,-0.24918730217286897
2,,-1.8548100199414816,0.17893841311827,0.1309786362620839,0.12270237050829425,-1.0397221121721922,1.944836355512486,-1.6649433699637222
3,,0.7896037066129621,-0.49026364276548134,-0.4766717525455568,-0.2174040751803881,0.7795335062532343,-0.6026123660585625,0.7911269282562358
4,,0.3609935870577861,1.268055652779591,1.963842487488057,1.4510224179765907,0.09157887966622084,-0.35086249794412105,0.3145533074416038
