K,covariance_type,bic,aic,aicc,silhouette,calinski_harabasz,davies_bouldin
30,diag,-20480.84584272824,-22662.418872833252,-3433.5299839441395,0.0756302997469902,32.308517021740954,1.6566397739237237
30,tied,-21484.496155668203,-22791.72557449341,-21983.673626441458,0.09151127934455872,32.27418642729805,1.5281416973491175
30,spherical,-21400.41288123477,-22681.92631149292,-21924.964286176466,0.12733331322669983,36.96623826117149,1.3739249888044116
31,full,-17027.8895829209,-23002.57092666626,inf,0.06515266746282578,29.84969297372009,1.864495067852831
31,diag,-20393.190540160653,-22647.625537872314,32792.77446212572,0.08310109376907349,33.18762081758467,1.685456847886594
31,tied,-21442.794227871334,-22788.59762954712,-21897.516548466036,0.09057345986366272,31.485711127526617,1.555512134451629
31,spherical,-21347.025129293586,-22671.398540496826,-21827.433782787575,0.08237932622432709,34.17132117246669,1.5822479658359314
32,full,-16820.674591153354,-22988.22584915161,inf,0.08665745705366135,32.50057979840856,1.6026250261046293
32,diag,-20302.280183119186,-22629.5771484375,inf,0.06713028997182846,29.506721909706755,1.7482823190761247
32,tied,-21391.98265423096,-22776.360038757324,-21793.712151433378,0.08937351405620575,31.360563713908938,1.5990827049779588
32,spherical,-21313.589693636583,-22680.823085784912,-21739.993592697352,0.10151536017656326,36.002006237104425,1.4848346129689767
33,full,-16621.47739876325,-22981.898571014404,inf,0.07329221069812775,30.50723479668435,1.6826519912483078
33,diag,-20271.493078946372,-22671.652011871338,inf,0.08174575120210648,31.660085020688363,1.7459099214529143
33,tied,-21327.724776269297,-22750.67614364624,-21666.793790705062,0.0945076122879982,30.78229758897895,1.482414019817528
33,spherical,-21278.894435134123,-22688.98780822754,-21640.002300981163,0.08905082941055298,34.21005936969359,1.5102916345238913
34,full,-16502.159120252538,-23055.45020675659,inf,0.06757030636072159,30.101250352317017,1.7561983004088901
34,diag,-20179.581009105837,-22652.60190963745,inf,0.076212577521801,29.81794170545967,1.5317578470609172
34,tied,-21300.04887615187,-22761.574226379395,-21565.45114945632,0.09073559194803238,30.564287282392666,1.5896978605953047
34,spherical,-21303.23263152668,-22756.185985565186,-21586.033701301225,0.10304056853055954,34.16997644884209,1.3703275853741175
35,full,-16396.825899572636,-23142.98690032959,inf,0.06709551066160202,28.937233773862143,1.7326045994037529
35,diag,-20162.318051966715,-22708.20092010498,inf,0.07352989912033081,29.870174101472095,1.6325159857656804
35,tied,-21285.333787649437,-22785.43312072754,-21464.465378792058,0.09445278346538544,29.606283950200293,1.5073391914326715
35,spherical,-21217.128406959764,-22712.94174194336,-21406.52462964389,0.11425695568323135,34.46278407356154,1.4412907011260903
36,full,-16010.306365263585,-22949.337280273438,inf,0.07940863072872162,29.582292435293112,1.6980647724511253
36,diag,-20086.851279367387,-22705.596115112305,inf,0.08901454508304596,31.228185687318035,1.530932984858726
36,tied,-21241.665307118194,-22780.338623046875,-21319.999639996033,0.09182273596525192,29.74563448786223,1.4783298341485138
36,spherical,-21188.125908924834,-22726.799224853516,-21266.460241802673,0.10681769996881485,34.064632002322504,1.444822315275976
