Subject,mean,median,max
S1,1.4448070882322324,1.3860558741014906,3.402821276974739
S2,2.0141123644730854,2.0340461101558245,4.866953454177816
S3,1.1291459693435677,0.8943509231645441,2.770118036320834
S4,0.9262585595757056,0.8305681164275776,2.1855157811052117
S5,0.966389463958167,0.9502711427849586,2.498710997636465
