IDCode,n_items,accuracy,avg_rt,var_rt,rt_cv,longest_correct_streak,longest_incorrect_streak,consecutive_correct_rate
fode209,57.0,0.6666666666666666,31.433421052631576,1921.090303784727,1.3943835160078468,10.0,7.0,0.5357142857142857
woju333,57.0,0.6491228070175439,14.558549707602339,256.7892804017509,1.100703459637792,12.0,8.0,0.5178571428571429
saca329,57.0,0.8421052631578947,18.007333333333335,282.4747986050595,0.9333412277016545,18.0,1.0,0.6964285714285714
jizi110,57.0,0.7017543859649122,18.84356140350877,791.1779598690789,1.492705396971268,12.0,4.0,0.5535714285714286
vyxi492,57.0,0.9122807017543859,13.571631578947368,212.71195079100875,1.074642182302573,30.0,2.0,0.8392857142857143
xehy451,57.0,0.7543859649122807,24.6119649122807,643.4355915663065,1.0306382415921904,19.0,3.0,0.6071428571428571
feke878,57.0,0.6491228070175439,24.18235087719298,504.1838205538535,0.9285299874512842,17.0,4.0,0.48214285714285715
rozu771,57.0,0.6666666666666666,22.382824561403506,957.6530142240287,1.3825765907139502,14.0,12.0,0.5714285714285714
duvi856,57.0,0.9122807017543859,15.902052631578949,358.652477634978,1.1909231327133318,18.0,2.0,0.8392857142857143
nexu635,57.0,0.7192982456140351,16.374929824561406,175.198755162547,0.8083250923440329,15.0,4.0,0.5535714285714286
cozi454,57.0,0.631578947368421,24.19478947368421,1097.0089386593513,1.368936286823333,8.0,4.0,0.4642857142857143
saze236,57.0,0.7192982456140351,22.4499298245614,540.8747928083803,1.0359370914034927,20.0,7.0,0.625
quzy338,57.0,0.7543859649122807,22.618894736842105,183.94467911610278,0.5996146503140308,10.0,4.0,0.6071428571428571
lula174,57.0,0.8596491228070176,16.41863157894737,156.72017306511592,0.7624747979539124,26.0,2.0,0.75
buzo685,57.0,0.6491228070175439,16.106298245614035,192.4557182913064,0.8613301964338905,7.0,3.0,0.4642857142857143
huby293,57.0,0.9122807017543859,22.893140350877196,600.362177420426,1.070289565023418,30.0,1.0,0.8214285714285714
dyhi182,57.0,0.7192982456140351,21.37675438596491,482.6657950957393,1.0277358217527093,18.0,3.0,0.5535714285714286
tatu362,57.0,0.8070175438596491,24.456789473684207,435.40319215786343,0.8531911840066875,11.0,3.0,0.6785714285714286
