gmm_bic_best_label,S1,S2,S3,S4,S5,Missing_total
0,9.026548672566372,25.106194690265486,3.8849557522123894,4.831858407079646,3.415929203539823,2.520726595318584
1,12.95,31.53,4.87,6.6,4.92,0.08684210526000001
2,5.0,10.745098039215685,1.196078431372549,3.2941176470588234,1.3725490196078431,26.904024767980392
3,11.02158273381295,29.02158273381295,4.489208633093525,5.338129496402877,3.9928057553956835,0.8746686860863309
4,7.651162790697675,20.127906976744185,2.8488372093023258,4.1395348837209305,2.5348837209302326,6.523255814046512
5,10.0,27.354166666666668,4.3125,5.125,3.3958333333333335,1.8453947367291665
