K,covariance_type,bic,aic,aicc,silhouette,calinski_harabasz,davies_bouldin
6,diag,-20073.221759288102,-20506.107566833496,-20458.742049592118,0.43330156803131104,321.6544970366868,0.9654143393699314
6,tied,-21430.36267502084,-21811.81650543213,-21775.977579257633,0.43493640422821045,323.0353510989459,0.9655170505327552
6,spherical,-19173.55477758511,-19426.428665161133,-19411.585897865534,0.43097543716430664,319.9082673517184,0.9660708470755487
7,full,-24757.293903622067,-26103.09730529785,-25212.016224216768,0.419442743062973,308.37989651941785,1.0380944226057565
7,diag,-20493.52088253228,-20999.268657684326,-20932.082054813513,0.4759330451488495,329.2257208718567,0.8414298543336417
7,tied,-22724.333121949312,-23144.36093521118,-23100.05956534817,0.43979406356811523,294.6195072232124,0.9348838913402571
7,spherical,-19747.003661233528,-20042.73752975464,-20022.05230491524,0.4776495397090912,330.30464475040753,0.8367743534024126
8,full,-25245.48883159329,-26784.162147521973,-25323.82316447113,0.40949979424476624,282.2784844349591,1.0770221354208704
8,diag,-20941.273901345307,-21519.883644104004,-21428.3125717848,0.46422278881073,311.29824171707355,0.8194210530776681
8,tied,-23100.828875579446,-23559.430671691895,-23505.55654581777,0.4935053884983063,330.1645586806779,0.8092080351017996
8,spherical,-20157.63017244542,-20496.22402191162,-20468.565378585583,0.48800745606422424,324.64552397930765,0.8083277829162305
9,full,-25123.9254053775,-26855.468635559082,-24376.37772646817,0.45892247557640076,310.86972049488514,0.9001764289869647
9,diag,-21216.7384641952,-21868.210174560547,-21747.085174560547,0.4486691951751709,306.1198024275046,0.9270022985770239
9,tied,-24343.22238006407,-24840.3981590271,-24775.769587598526,0.5092197060585022,317.7827111874091,0.749531123575272
9,spherical,-20523.40289337411,-20904.8567237854,-20869.017797610904,0.5092197060585022,317.7827111874092,0.749531123575272
10,full,-25356.994940434903,-27281.408084869385,-22636.580498662457,0.43457913398742676,299.83327486141695,0.9263506442625925
10,diag,-21568.886292731127,-22293.219970703125,-22136.65321320994,0.4866769015789032,312.50994591036795,0.7504880745357567
10,tied,-24380.28908324865,-24916.038845062256,-24839.39650929583,0.4907357394695282,324.5350715327586,0.8176869154697709
10,spherical,-20860.16691297834,-21284.480724334717,-21239.17179984959,0.47090673446655273,295.86463349685835,0.8225419350362719
11,full,-25639.029590085815,-27756.312648773193,-16112.026934487516,0.4496239125728607,322.68164739916904,1.031914836766999
11,diag,-21921.437674276087,-22718.633319854736,-22519.87903414045,0.4589165151119232,306.20947536420766,0.8809035904622678
11,tied,-24592.575635066038,-25166.899379730225,-25076.899379730225,0.485296368598938,333.32059853524987,0.8574165239575258
11,spherical,-21235.186528743456,-21702.360321044922,-21646.201070459443,0.4770016670227051,319.1133466537485,0.812823601959898
12,full,-25755.478451009916,-28065.631423950195,inf,0.489011287689209,347.1207644810292,0.8563215166201381
12,diag,-22302.331997105226,-23172.389610290527,-22923.668889569806,0.5083197355270386,308.44213735897574,0.7888261739111981
12,tied,-24784.682487939335,-25397.5802154541,-25292.78632232433,0.491056352853775,352.05946093795535,0.8463857725408049
12,spherical,-21397.414896187038,-21907.448669433594,-21838.9594608005,0.49216318130493164,335.0830417881443,0.8498168645208225
13,full,-25823.470223463562,-28326.49311065674,inf,0.49835824966430664,359.6843817977926,0.8162853246847391
13,diag,-22790.966779376507,-23733.886360168457,-23426.164841181115,0.5075040459632874,359.3980856730807,0.8117227579437345
13,tied,-25991.86445601649,-26643.336166381836,-26522.211166381836,0.5113750696182251,364.8089675667332,0.8069829993492463
13,spherical,-21952.079104237313,-22504.972858428955,-22422.564996021094,0.5031589269638062,340.584633563296,0.7553833685583625
14,full,-25909.632123785857,-28605.524925231934,inf,0.5274423956871033,387.258617136296,0.7725214336840411
14,diag,-23084.74896155013,-24100.53050994873,-23723.232851085853,0.525088369846344,382.8671662858881,0.7753731546862092
14,tied,-25986.953452291884,-26676.999145507812,-26537.895145507813,0.5079952478408813,358.2214301262684,0.807350340087681
14,spherical,-22485.03543798949,-23080.78917312622,-22982.753908642593,0.5105704665184021,334.29690839422204,0.7047692224099977
15,full,-25983.60549413989,-28872.368209838867,inf,0.533367931842804,382.4411319581479,0.7843548415996964
